"No.","Time","Source","Destination","Protocol","Length","Port","Lenght TCP","Info"
"32","8.811097","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=13831 Win=28976 Len=0 TSval=1653512554 TSecr=1785045147"
"33","8.811123","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=15279 Win=28964 Len=0 TSval=1653512554 TSecr=1785045147"
"34","8.821052","10.0.0.101","192.168.0.3","RSL","1368","5000,35644","1302","ip.access HANDOover CANDidate RESPonse "
"35","8.821131","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=16581 Win=29004 Len=0 TSval=1653512564 TSecr=1785045149"
"36","8.831182","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"37","8.831204","10.0.0.101","192.168.0.3","IPA","1514","5000,35644","1448","MGCP (old) "
"38","8.831223","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=19477 Ack=1609 Win=16088 Len=1448 TSval=1785045160 TSecr=1653512554"
"39","8.831255","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=20925 Ack=1609 Win=16088 Len=1448 TSval=1785045160 TSecr=1653512554"
"40","8.831276","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=19477 Win=28992 Len=0 TSval=1653512574 TSecr=1785045159"
"41","8.831280","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=22373 Ack=1609 Win=16088 Len=1448 TSval=1785045160 TSecr=1653512554"
"42","8.831294","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=20925 Win=28980 Len=0 TSval=1653512574 TSecr=1785045160"
"43","8.831320","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=22373 Win=28968 Len=0 TSval=1653512574 TSecr=1785045160"
"44","8.831349","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=23821 Win=28956 Len=0 TSval=1653512574 TSecr=1785045160"
"45","8.841376","10.0.0.101","192.168.0.3","TCP","580","5000,35644","514","5000  >  35644 [PSH, ACK] Seq=23821 Ack=1609 Win=16088 Len=514 TSval=1785045169 TSecr=1653512564"
"46","8.841391","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"47","8.841419","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=25783 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"48","8.841456","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","CBCH LOAD INDication "
"49","8.841471","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=24335 Win=29004 Len=0 TSval=1653512584 TSecr=1785045169"
"50","8.841483","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=28679 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"51","8.841556","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=30127 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"52","8.841576","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=31575 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"53","8.841585","10.0.0.101","192.168.0.3","RSL Cell Broadcast","1514","5000,35644","1448","SMS BroadCast CoMmanD  (CBS Page)"
"54","8.841562","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=30127 Win=28956 Len=0 TSval=1653512584 TSecr=1785045171"
"55","8.841672","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=34471 Win=28920 Len=0 TSval=1653512584 TSecr=1785045171"
"56","8.841682","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=34471 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"57","8.841700","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","RELease REQuest "
"58","8.841709","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=37367 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"59","8.841721","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=38815 Ack=1609 Win=16088 Len=1448 TSval=1785045171 TSecr=1653512564"
"60","8.841807","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=1609 Ack=38815 Win=28980 Len=0 TSval=1653512584 TSecr=1785045171"
"61","8.842589","192.168.0.3","10.0.0.101","RSL","602","35644,5000","536","CHANnel ReQuireD "
"62","8.861870","10.0.0.101","192.168.0.3","TCP","1232","5000,35644","1166","5000  >  35644 [PSH, ACK] Seq=40263 Ack=1609 Win=16088 Len=1166 TSval=1785045189 TSecr=1653512584"
"63","8.861891","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"64","8.861906","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=42877 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"65","8.861914","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access CRCX ACK "
"66","8.861951","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=45773 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"67","8.861984","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=47221 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"68","8.861994","10.0.0.101","192.168.0.3","OML","1514","5000,35644","1448","OML "
"69","8.862009","192.168.0.3","10.0.0.101","RSL","602","35644,5000","536","CHANnel ReQuireD "
"70","8.862016","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=50117 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"71","8.862066","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2681 Ack=50117 Win=28928 Len=0 TSval=1653512605 TSecr=1785045197"
"72","8.862071","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=51565 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"73","8.862108","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=53013 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"74","8.862123","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=54461 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"75","8.862137","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","RF RESource INDication "
"76","8.862169","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=57357 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"77","8.862214","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=58805 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"78","8.862228","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=60253 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"79","8.862243","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 79 "
"80","8.862745","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2681 Ack=63149 Win=28820 Len=0 TSval=1653512605 TSecr=1785045197"
"81","8.872333","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=63149 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"82","8.872358","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=64597 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"83","8.872366","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=66045 Ack=2145 Win=16088 Len=1448 TSval=1785045197 TSecr=1653512585"
"84","8.872393","10.0.0.101","192.168.0.3","IPA","1514","5000,35644","1448","HSL Debug [Malformed Packet: length of contained item exceeds length of containing item]"
"85","8.872421","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=68941 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"86","8.872454","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 81 "
"87","8.872456","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2681 Ack=67493 Win=28980 Len=0 TSval=1653512615 TSecr=1785045197"
"88","8.872476","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=71837 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"89","8.872505","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2681 Ack=70389 Win=28956 Len=0 TSval=1653512615 TSecr=1785045197"
"90","8.872509","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=73285 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"91","8.872548","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=74733 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"92","8.872584","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=76181 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"93","8.872597","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=77629 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"94","8.872620","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access MEASurement PREPROCessing DeFauLT "
"95","8.872655","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=80525 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"96","8.872666","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=81973 Ack=2145 Win=16088 Len=1448 TSval=1785045198 TSecr=1653512585"
"97","8.872688","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=83421 Ack=2145 Win=16088 Len=1448 TSval=1785045207 TSecr=1653512585"
"98","8.872736","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=84869 Ack=2145 Win=16088 Len=1448 TSval=1785045207 TSecr=1653512585"
"99","8.872868","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=2681 Ack=86317 Win=28820 Len=0 TSval=1653512616 TSecr=1785045198"
"100","8.874164","192.168.0.3","10.0.0.101","RSL","1514","35644,5000","1448","CHANnel ReQuireD "
"101","8.882829","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=86317 Ack=2145 Win=16088 Len=1448 TSval=1785045207 TSecr=1653512585"
"102","8.882847","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=87765 Ack=2145 Win=16088 Len=1448 TSval=1785045207 TSecr=1653512585"
"103","8.882855","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=89213 Ack=2145 Win=16088 Len=1448 TSval=1785045207 TSecr=1653512585"
"104","8.882885","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=90661 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"105","8.882909","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=92109 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"106","8.882931","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4129 Ack=90661 Win=28980 Len=0 TSval=1653512626 TSecr=1785045207"
"107","8.882937","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=93557 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"108","8.882947","192.168.0.3","10.0.0.101","TCP","204","35644,5000","138","35644  >  5000 [PSH, ACK] Seq=4129 Ack=92109 Win=28968 Len=138 TSval=1653512626 TSecr=1785045210"
"109","8.882978","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=95005 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"110","8.882991","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=96453 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"111","8.883032","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=95005 Win=28944 Len=0 TSval=1653512626 TSecr=1785045210"
"112","8.883035","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=97901 Ack=2681 Win=16088 Len=1448 TSval=1785045210 TSecr=1653512605"
"113","8.883052","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=99349 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"114","8.883065","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=100797 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"115","8.883079","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=102245 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"116","8.883103","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=97901 Win=28920 Len=0 TSval=1653512626 TSecr=1785045210"
"117","8.883123","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 91 "
"118","8.883138","10.0.0.101","192.168.0.3","OML","1514","5000,35644","1448","OML "
"119","8.883162","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=106589 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"120","8.883172","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=108037 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"121","8.883200","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=103693 Win=28868 Len=0 TSval=1653512626 TSecr=1785045210"
"122","8.884159","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=109485 Win=28820 Len=0 TSval=1653512627 TSecr=1785045211"
"123","8.893264","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=109485 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"124","8.893305","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","CHANnel ACTIVation "
"125","8.893317","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=112381 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"126","8.893332","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=113829 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"127","8.893362","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=112381 Win=28992 Len=0 TSval=1653512636 TSecr=1785045211"
"128","8.893397","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=115277 Win=28968 Len=0 TSval=1653512636 TSecr=1785045211"
"129","8.893399","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=115277 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"130","8.893426","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=116725 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"131","8.893520","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=118173 Win=28992 Len=0 TSval=1653512636 TSecr=1785045211"
"132","8.893566","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=118173 Ack=2681 Win=16088 Len=1448 TSval=1785045211 TSecr=1653512605"
"133","8.893579","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 84 "
"134","8.893594","10.0.0.101","192.168.0.3","TCP","132","5000,35644","66","5000  >  35644 [PSH, ACK] Seq=121069 Ack=2681 Win=16088 Len=66 TSval=1785045211 TSecr=1653512605"
"135","8.893602","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","ip.access HANDOover CANDidate ENQuiry "
"136","8.893612","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=122583 Ack=2681 Win=16088 Len=1448 TSval=1785045219 TSecr=1653512605"
"137","8.893747","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4267 Ack=124031 Win=28932 Len=0 TSval=1653512636 TSecr=1785045211"
"138","8.903600","10.0.0.101","192.168.0.3","TCP","66","5000,35644","0","5000  >  35644 [ACK] Seq=124031 Ack=4267 Win=16088 Len=0 TSval=1785045231 TSecr=1653512617"
"139","8.903618","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","PHYsical CONTEXT REQuest "
"140","8.903627","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=125479 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"141","8.903635","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=126927 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"142","8.903670","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=128375 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"143","8.903681","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=129823 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"144","8.903701","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=131271 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"145","8.903705","192.168.0.3","10.0.0.101","RSL","602","35644,5000","536","CHANnel ReQuireD "
"146","8.903725","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=132719 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"147","8.903757","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=134167 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"148","8.903789","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4803 Ack=132719 Win=28940 Len=0 TSval=1653512646 TSecr=1785045232"
"149","8.903806","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=135615 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"150","8.903817","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=137063 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"151","8.903826","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=138511 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"152","8.903864","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=139959 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"153","8.903877","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [ACK] Seq=141407 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"154","8.903890","10.0.0.101","192.168.0.3","TCP","1514","5000,35644","1448","5000  >  35644 [PSH, ACK] Seq=142855 Ack=4267 Win=16088 Len=1448 TSval=1785045232 TSecr=1653512627"
"155","8.903910","10.0.0.101","192.168.0.3","RSL","1514","5000,35644","1448","unknown 84 "
"156","8.903930","192.168.0.3","10.0.0.101","TCP","66","35644,5000","0","35644  >  5000 [ACK] Seq=4803 Ack=138511 Win=28874 Len=0 TSval=1653512647 TSecr=1785045232"
